ID Channel,Waktu,Komentar,genre,Like,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,stemming_data
@maksumrangkuti4580,1 bulan yang lalu,gak bisa gak nangis kalau nonton film ini,drama,0,gak bisa gak nangis kalau nonton film ini,gak bisa gak nangis kalau nonton film ini,tidak bisa tidak menangis kalau menonton film ini,"['tidak', 'bisa', 'tidak', 'menangis', 'kalau', 'menonton', 'film', 'ini']","['menangis', 'menonton', 'film']",menang tonton film
@geakhezia6324,1 bulan yang lalu,"Top 3 film Indonesia mas panji 
1. JUMBO
2. Jatuh Cinta seperti di film film
3. SORE : Istri dari masa depan",drama,35,"Top  film Indonesia mas panji 
 JUMBO
 Jatuh Cinta seperti di film film
 SORE  Istri dari masa depan","top  film indonesia mas panji 
 jumbo
 jatuh cinta seperti di film film
 sore  istri dari masa depan",top film indonesia mas panji jumbo jatuh cinta seperti di film film sore istri dari masa depan,"['top', 'film', 'indonesia', 'mas', 'panji', 'jumbo', 'jatuh', 'cinta', 'seperti', 'di', 'film', 'film', 'sore', 'istri', 'dari', 'masa', 'depan']","['top', 'film', 'indonesia', 'mas', 'panji', 'jumbo', 'jatuh', 'cinta', 'film', 'film', 'sore', 'istri']",top film indonesia mas panji jumbo jatuh cinta film film sore istri
@Jo25_2d,1 bulan yang lalu,Pasti film favorit bang panji PARTIKELIR,drama,0,Pasti film favorit bang panji PARTIKELIR,pasti film favorit bang panji partikelir,pasti film favorit abang panji partikelir,"['pasti', 'film', 'favorit', 'abang', 'panji', 'partikelir']","['film', 'favorit', 'abang', 'panji', 'partikelir']",film favorit abang panji partikelir
@aishaash_,1 bulan yang lalu (diedit),"Gw nonton Sore tanpa tau ceritanya ttg apa,gak ada ekspektasi apa2,bahkan gak nonton trailer sm sekali hanya krn mau nonton judul film satunya tp tinggal jam malem,males pulang kemaleman  ternyata oh ternyata.. Takjub krn dr awal2 Sinematografi nya manjain mata bangett,seterusnya.. saya terhanyut masuk ke dalem ceritanya terharu sedih Happy tp penasaran sampe Habis, Pulang, sampe besoknya kepikiran.. baru tau ternyata ada seriesnya 8th yg lalu 

btw gw pengen nonton lagi",drama,8,"Gw nonton Sore tanpa tau ceritanya ttg apagak ada ekspektasi apabahkan gak nonton trailer sm sekali hanya krn mau nonton judul film satunya tp tinggal jam malemmales pulang kemaleman  ternyata oh ternyata Takjub krn dr awal Sinematografi nya manjain mata bangettseterusnya saya terhanyut masuk ke dalem ceritanya terharu sedih Happy tp penasaran sampe Habis Pulang sampe besoknya kepikiran baru tau ternyata ada seriesnya th yg lalu 

btw gw pengen nonton lagi","gw nonton sore tanpa tau ceritanya ttg apagak ada ekspektasi apabahkan gak nonton trailer sm sekali hanya krn mau nonton judul film satunya tp tinggal jam malemmales pulang kemaleman  ternyata oh ternyata takjub krn dr awal sinematografi nya manjain mata bangettseterusnya saya terhanyut masuk ke dalem ceritanya terharu sedih happy tp penasaran sampe habis pulang sampe besoknya kepikiran baru tau ternyata ada seriesnya th yg lalu 

btw gw pengen nonton lagi",gue menonton sore tanpa tau ceritanya tentang apagak ada ekspektasi apabahkan tidak menonton trailer sama sekali hanya karena mau menonton judul film satunya tapi tinggal jam malemmales pulang kemaleman ternyata oh ternyata takjub karena dari awal sinematografi ya memanjakan mata bangettseterusnya saya terhanyut masuk ke dalem ceritanya terharu sedih happy tapi penasaran sampai habis pulang sampai besoknya kepikiran baru tau ternyata ada seriesnya tahu yang lalu btw gue pengin menonton lagi,"['gue', 'menonton', 'sore', 'tanpa', 'tau', 'ceritanya', 'tentang', 'apagak', 'ada', 'ekspektasi', 'apabahkan', 'tidak', 'menonton', 'trailer', 'sama', 'sekali', 'hanya', 'karena', 'mau', 'menonton', 'judul', 'film', 'satunya', 'tapi', 'tinggal', 'jam', 'malemmales', 'pulang', 'kemaleman', 'ternyata', 'oh', 'ternyata', 'takjub', 'karena', 'dari', 'awal', 'sinematografi', 'ya', 'memanjakan', 'mata', 'bangettseterusnya', 'saya', 'terhanyut', 'masuk', 'ke', 'dalem', 'ceritanya', 'terharu', 'sedih', 'happy', 'tapi', 'penasaran', 'sampai', 'habis', 'pulang', 'sampai', 'besoknya', 'kepikiran', 'baru', 'tau', 'ternyata', 'ada', 'seriesnya', 'tahu', 'yang', 'lalu', 'btw', 'gue', 'pengin', 'menonton', 'lagi']","['gue', 'menonton', 'sore', 'tau', 'ceritanya', 'apagak', 'ekspektasi', 'apabahkan', 'menonton', 'trailer', 'menonton', 'judul', 'film', 'satunya', 'tinggal', 'jam', 'malemmales', 'pulang', 'kemaleman', 'oh', 'takjub', 'sinematografi', 'ya', 'memanjakan', 'mata', 'bangettseterusnya', 'terhanyut', 'masuk', 'dalem', 'ceritanya', 'terharu', 'sedih', 'happy', 'penasaran', 'habis', 'pulang', 'besoknya', 'kepikiran', 'tau', 'seriesnya', 'btw', 'gue', 'pengin', 'menonton']",gue tonton sore tau cerita apagak ekspektasi apabahkan tonton trailer tonton judul film satu tinggal jam malemmales pulang maleman oh takjub sinematografi ya manja mata bangettseterusnya hanyut masuk dalem cerita haru sedih happy penasaran habis pulang besok pikir tau seriesnya btw gue pengin tonton
@alifrizkiawan8290,1 bulan yang lalu,Senyum cegil emg gada obatnya bang,drama,0,Senyum cegil emg gada obatnya bang,senyum cegil emg gada obatnya bang,senyum cegil memang tidak ada obatnya abang,"['senyum', 'cegil', 'memang', 'tidak', 'ada', 'obatnya', 'abang']","['senyum', 'cegil', 'obatnya', 'abang']",senyum cegil obat abang
@LANZA999,1 bulan yang lalu,One Cut of The Dead,drama,15,One Cut of The Dead,one cut of the dead,one cut of the dead,"['one', 'cut', 'of', 'the', 'dead']","['one', 'cut', 'of', 'the', 'dead']",one cut of the dead
@resdacila1694,4 minggu yang lalu,"Selain bikin mixed feeling ini film. Film ini juga sangat memanjakan org2 yg suka banget detail, hal2 kecil, clue gitu2. Eksekusi nya magic sih. Bener kata bang pandji pipis dulu deh sbelum nonton. Definisi berharga tiap menit di film ini. Ini bukan film detektif tapi clue dan detailnya ada banget!",drama,0,Selain bikin mixed feeling ini film Film ini juga sangat memanjakan org yg suka banget detail hal kecil clue gitu Eksekusi nya magic sih Bener kata bang pandji pipis dulu deh sbelum nonton Definisi berharga tiap menit di film ini Ini bukan film detektif tapi clue dan detailnya ada banget,selain bikin mixed feeling ini film film ini juga sangat memanjakan org yg suka banget detail hal kecil clue gitu eksekusi nya magic sih bener kata bang pandji pipis dulu deh sbelum nonton definisi berharga tiap menit di film ini ini bukan film detektif tapi clue dan detailnya ada banget,selain bikin mixed feeling ini film film ini juga sangat memanjakan orang yang suka banget detail hal kecil clue begitu eksekusi ya magic sih benar kata abang pandji pipis dulu deh sebelum menonton definisi berharga tiap menit di film ini ini bukan film detektif tapi clue dan detailnya ada banget,"['selain', 'bikin', 'mixed', 'feeling', 'ini', 'film', 'film', 'ini', 'juga', 'sangat', 'memanjakan', 'orang', 'yang', 'suka', 'banget', 'detail', 'hal', 'kecil', 'clue', 'begitu', 'eksekusi', 'ya', 'magic', 'sih', 'benar', 'kata', 'abang', 'pandji', 'pipis', 'dulu', 'deh', 'sebelum', 'menonton', 'definisi', 'berharga', 'tiap', 'menit', 'di', 'film', 'ini', 'ini', 'bukan', 'film', 'detektif', 'tapi', 'clue', 'dan', 'detailnya', 'ada', 'banget']","['bikin', 'mixed', 'feeling', 'film', 'film', 'memanjakan', 'orang', 'suka', 'banget', 'detail', 'clue', 'eksekusi', 'ya', 'magic', 'sih', 'abang', 'pandji', 'pipis', 'deh', 'menonton', 'definisi', 'berharga', 'menit', 'film', 'film', 'detektif', 'clue', 'detailnya', 'banget']",bikin mixed feeling film film manja orang suka banget detail clue eksekusi ya magic sih abang pandji pipis deh tonton definisi harga menit film film detektif clue detail banget
@didiksulisbdg,1 bulan yang lalu,Layak diajukan oscar deh. Mungkin kategori best foreign film atau apa gitu?,drama,7,Layak diajukan oscar deh Mungkin kategori best foreign film atau apa gitu,layak diajukan oscar deh mungkin kategori best foreign film atau apa gitu,layak diajukan oscar deh mungkin kategori best foreign film atau apa begitu,"['layak', 'diajukan', 'oscar', 'deh', 'mungkin', 'kategori', 'best', 'foreign', 'film', 'atau', 'apa', 'begitu']","['layak', 'diajukan', 'oscar', 'deh', 'kategori', 'best', 'foreign', 'film']",layak aju oscar deh kategori best foreign film
@zakariasdanujatmiko,1 bulan yang lalu,nomer satunya pasti partikelir ya mas panji,drama,0,nomer satunya pasti partikelir ya mas panji,nomer satunya pasti partikelir ya mas panji,nomer satunya pasti partikelir ya mas panji,"['nomer', 'satunya', 'pasti', 'partikelir', 'ya', 'mas', 'panji']","['nomer', 'satunya', 'partikelir', 'ya', 'mas', 'panji']",nomer satu partikelir ya mas panji
@adelmamun6515,1 bulan yang lalu (diedit),"- Yang udah sering nonton bang Pandji, pasti jawabnya: Film Terfavorit bang Pandji adalah ""Noktah Merah Perkawinan""",drama,4, Yang udah sering nonton bang Pandji pasti jawabnya Film Terfavorit bang Pandji adalah Noktah Merah Perkawinan, yang udah sering nonton bang pandji pasti jawabnya film terfavorit bang pandji adalah noktah merah perkawinan,yang sudah sering menonton abang pandji pasti jawabnya film terfavorit abang pandji adalah noktah merah perkawinan,"['yang', 'sudah', 'sering', 'menonton', 'abang', 'pandji', 'pasti', 'jawabnya', 'film', 'terfavorit', 'abang', 'pandji', 'adalah', 'noktah', 'merah', 'perkawinan']","['menonton', 'abang', 'pandji', 'film', 'terfavorit', 'abang', 'pandji', 'noktah', 'merah', 'perkawinan']",tonton abang pandji film favorit abang pandji noktah merah kawin
@emarahima1952,4 hari yang lalu,"Alasan nangis di saat terakhir, karena OST nya pas banget dan megah",drama,0,Alasan nangis di saat terakhir karena OST nya pas banget dan megah,alasan nangis di saat terakhir karena ost nya pas banget dan megah,alasan menangis di saat terakhir karena ost ya pas banget dan megah,"['alasan', 'menangis', 'di', 'saat', 'terakhir', 'karena', 'ost', 'ya', 'pas', 'banget', 'dan', 'megah']","['alasan', 'menangis', 'ost', 'ya', 'pas', 'banget', 'megah']",alas menang ost ya pas banget megah
@xdthn,1 bulan yang lalu (diedit),"kalo sesama wibu jelasin film ini gampang sih, bang. tinggal tanya aja, ""pernah nonton kimi no nawa sama rezero ga lu? pernah? nah kira2 kek gitu lah nih film.""",drama,6,kalo sesama wibu jelasin film ini gampang sih bang tinggal tanya aja pernah nonton kimi no nawa sama rezero ga lu pernah nah kira kek gitu lah nih film,kalo sesama wibu jelasin film ini gampang sih bang tinggal tanya aja pernah nonton kimi no nawa sama rezero ga lu pernah nah kira kek gitu lah nih film,kalau sesama wibu jelasin film ini gampang sih abang tinggal tanya saja pernah menonton kimi no nawa sama rezero tidak kamu pernah nah kira kayak begitu lah nih film,"['kalau', 'sesama', 'wibu', 'jelasin', 'film', 'ini', 'gampang', 'sih', 'abang', 'tinggal', 'tanya', 'saja', 'pernah', 'menonton', 'kimi', 'no', 'nawa', 'sama', 'rezero', 'tidak', 'kamu', 'pernah', 'nah', 'kira', 'kayak', 'begitu', 'lah', 'nih', 'film']","['wibu', 'jelasin', 'film', 'gampang', 'sih', 'abang', 'tinggal', 'menonton', 'kimi', 'no', 'nawa', 'rezero', 'kayak', 'nih', 'film']",wibu jelasin film gampang sih abang tinggal tonton kim no nawa rezero kayak nih film
@rizahafizhin8465,1 bulan yang lalu,"kesannya kayak pas pertama kali nonton Your Name, konsepnya mirip",drama,0,kesannya kayak pas pertama kali nonton Your Name konsepnya mirip,kesannya kayak pas pertama kali nonton your name konsepnya mirip,kesannya kayak pas pertama kali menonton your name konsepnya mirip,"['kesannya', 'kayak', 'pas', 'pertama', 'kali', 'menonton', 'your', 'name', 'konsepnya', 'mirip']","['kesannya', 'kayak', 'pas', 'kali', 'menonton', 'your', 'name', 'konsepnya']",kesan kayak pas kali tonton your name konsep
@eastve3393,1 bulan yang lalu,"Menurut saya, EDITING justru juga hal yg sgt crusial, PENTING dalam suatu film. Gimana bisa menggiring visual menjadi ""rasa"", Editing hal yg sgt PENTING. 

Yg blm nonton, nonton skrg, mumpung masih ada di bioskop. 
Dan 1 hal kuncinya: Perbanyak ""rasa"" saat nonton. Bukan di pikir ...tapi di rasa.... Karena banyak hal2 metophor, kiasan yang so deep.. Dalem. Tapi JUARA.",drama,14,"Menurut saya EDITING justru juga hal yg sgt crusial PENTING dalam suatu film Gimana bisa menggiring visual menjadi rasa Editing hal yg sgt PENTING 

Yg blm nonton nonton skrg mumpung masih ada di bioskop 
Dan  hal kuncinya Perbanyak rasa saat nonton Bukan di pikir tapi di rasa Karena banyak hal metophor kiasan yang so deep Dalem Tapi JUARA","menurut saya editing justru juga hal yg sgt crusial penting dalam suatu film gimana bisa menggiring visual menjadi rasa editing hal yg sgt penting 

yg blm nonton nonton skrg mumpung masih ada di bioskop 
dan  hal kuncinya perbanyak rasa saat nonton bukan di pikir tapi di rasa karena banyak hal metophor kiasan yang so deep dalem tapi juara",menurut saya editing justru juga hal yang sangat crusial penting dalam suatu film bagaimana bisa menggiring visual menjadi rasa editing hal yang sangat penting yang belum menonton menonton sekarang mumpung masih ada di bioskop dan hal kuncinya perbanyak rasa saat menonton bukan di pikir tapi di rasa karena banyak hal metophor kiasan yang sok deep dalem tapi juara,"['menurut', 'saya', 'editing', 'justru', 'juga', 'hal', 'yang', 'sangat', 'crusial', 'penting', 'dalam', 'suatu', 'film', 'bagaimana', 'bisa', 'menggiring', 'visual', 'menjadi', 'rasa', 'editing', 'hal', 'yang', 'sangat', 'penting', 'yang', 'belum', 'menonton', 'menonton', 'sekarang', 'mumpung', 'masih', 'ada', 'di', 'bioskop', 'dan', 'hal', 'kuncinya', 'perbanyak', 'rasa', 'saat', 'menonton', 'bukan', 'di', 'pikir', 'tapi', 'di', 'rasa', 'karena', 'banyak', 'hal', 'metophor', 'kiasan', 'yang', 'sok', 'deep', 'dalem', 'tapi', 'juara']","['editing', 'crusial', 'film', 'menggiring', 'visual', 'editing', 'menonton', 'menonton', 'mumpung', 'bioskop', 'kuncinya', 'perbanyak', 'menonton', 'pikir', 'metophor', 'kiasan', 'sok', 'deep', 'dalem', 'juara']",editing crusial film giring visual editing tonton tonton mumpung bioskop kunci banyak tonton pikir metophor kias sok deep dalem juara
@haidaralbaqir7412,1 bulan yang lalu,baru aja tadi siang nnton.. gila bagus bgt.. banyak pelajaran yang bisa diambil dari film ini..,drama,0,baru aja tadi siang nnton gila bagus bgt banyak pelajaran yang bisa diambil dari film ini,baru aja tadi siang nnton gila bagus bgt banyak pelajaran yang bisa diambil dari film ini,baru saja tadi siang menonton gila bagus banget banyak pelajaran yang bisa diambil dari film ini,"['baru', 'saja', 'tadi', 'siang', 'menonton', 'gila', 'bagus', 'banget', 'banyak', 'pelajaran', 'yang', 'bisa', 'diambil', 'dari', 'film', 'ini']","['siang', 'menonton', 'gila', 'bagus', 'banget', 'pelajaran', 'diambil', 'film']",siang tonton gila bagus banget ajar ambil film
@riyanjay90,1 bulan yang lalu,"Kurang 1 yg ga dibahas bang Pandji di film ini, CINEMATOGRAPHY nya broooo, dia bener setiap menitnya gaboleh ada yg diskip, selain soal story nya, tapi setiap scene nya memanjakan mataa, gw bahkan dibilangin norak ama temen gw karena ngomongin film ini terus menerus, soalnya gw pengen mereka nonton juga, soalnya ini film sekeren ituuu, KEREN BANGETT GILAAA",drama,5,Kurang  yg ga dibahas bang Pandji di film ini CINEMATOGRAPHY nya broooo dia bener setiap menitnya gaboleh ada yg diskip selain soal story nya tapi setiap scene nya memanjakan mataa gw bahkan dibilangin norak ama temen gw karena ngomongin film ini terus menerus soalnya gw pengen mereka nonton juga soalnya ini film sekeren ituuu KEREN BANGETT GILAAA,kurang  yg ga dibahas bang pandji di film ini cinematography nya broooo dia bener setiap menitnya gaboleh ada yg diskip selain soal story nya tapi setiap scene nya memanjakan mataa gw bahkan dibilangin norak ama temen gw karena ngomongin film ini terus menerus soalnya gw pengen mereka nonton juga soalnya ini film sekeren ituuu keren bangett gilaaa,kurang yang tidak dibahas abang pandji di film ini cinematography ya broooo dia benar setiap menitnya gaboleh ada yang diskip selain soal story ya tapi setiap scene ya memanjakan mataa gue bahkan dibilangin norak sama teman gue karena mengomongkan film ini terus menerus soalnya gue pengin mereka menonton juga soalnya ini film sekeren itu keren banget gila,"['kurang', 'yang', 'tidak', 'dibahas', 'abang', 'pandji', 'di', 'film', 'ini', 'cinematography', 'ya', 'broooo', 'dia', 'benar', 'setiap', 'menitnya', 'gaboleh', 'ada', 'yang', 'diskip', 'selain', 'soal', 'story', 'ya', 'tapi', 'setiap', 'scene', 'ya', 'memanjakan', 'mataa', 'gue', 'bahkan', 'dibilangin', 'norak', 'sama', 'teman', 'gue', 'karena', 'mengomongkan', 'film', 'ini', 'terus', 'menerus', 'soalnya', 'gue', 'pengin', 'mereka', 'menonton', 'juga', 'soalnya', 'ini', 'film', 'sekeren', 'itu', 'keren', 'banget', 'gila']","['dibahas', 'abang', 'pandji', 'film', 'cinematography', 'ya', 'broooo', 'menitnya', 'gaboleh', 'diskip', 'story', 'ya', 'scene', 'ya', 'memanjakan', 'mataa', 'gue', 'dibilangin', 'norak', 'teman', 'gue', 'mengomongkan', 'film', 'menerus', 'gue', 'pengin', 'menonton', 'film', 'sekeren', 'keren', 'banget', 'gila']",bahas abang pandji film cinematography ya broooo menit gaboleh skip story ya scene ya manja mataa gue dibilangin norak teman gue omong film terus gue pengin tonton film keren keren banget gila
@rakhayusan4537,4 minggu yang lalu,"nomor 1 dah sangat pasti, PARTIKELIR!",drama,0,nomor  dah sangat pasti PARTIKELIR,nomor  dah sangat pasti partikelir,nomor sudah sangat pasti partikelir,"['nomor', 'sudah', 'sangat', 'pasti', 'partikelir']","['nomor', 'partikelir']",nomor partikelir
@alvinniza,1 bulan yang lalu,"Setuju kalo susah buat deskripsiin perasaanya apa. Coba nonton ""Your Name / Kimi no nawa"" juga bang. Mestinya filmnya ngasih perasaan yang sejenis ketika selesai nonton Sore.",drama,42,Setuju kalo susah buat deskripsiin perasaanya apa Coba nonton Your Name  Kimi no nawa juga bang Mestinya filmnya ngasih perasaan yang sejenis ketika selesai nonton Sore,setuju kalo susah buat deskripsiin perasaanya apa coba nonton your name  kimi no nawa juga bang mestinya filmnya ngasih perasaan yang sejenis ketika selesai nonton sore,setuju kalau susah buat deskripsiin perasaanya apa coba menonton your name kimi no nawa juga abang mestinya filmnya mengasih perasaan yang sejenis ketika selesai menonton sore,"['setuju', 'kalau', 'susah', 'buat', 'deskripsiin', 'perasaanya', 'apa', 'coba', 'menonton', 'your', 'name', 'kimi', 'no', 'nawa', 'juga', 'abang', 'mestinya', 'filmnya', 'mengasih', 'perasaan', 'yang', 'sejenis', 'ketika', 'selesai', 'menonton', 'sore']","['setuju', 'susah', 'deskripsiin', 'perasaanya', 'coba', 'menonton', 'your', 'name', 'kimi', 'no', 'nawa', 'abang', 'mestinya', 'filmnya', 'mengasih', 'perasaan', 'sejenis', 'selesai', 'menonton', 'sore']",tuju susah deskripsiin perasaanya coba tonton your name kim no nawa abang mesti film asih asa jenis selesai tonton sore
@evianamusthofa3213,1 bulan yang lalu,"Bang, I feel you, nonton review ini aja aku nangis, sambil mengingat-ingat semagis itu film SORE.",drama,0,Bang I feel you nonton review ini aja aku nangis sambil mengingatingat semagis itu film SORE,bang i feel you nonton review ini aja aku nangis sambil mengingatingat semagis itu film sore,abang i feel you menonton review ini saja aku menangis sambil mengingatingat semagis itu film sore,"['abang', 'i', 'feel', 'you', 'menonton', 'review', 'ini', 'saja', 'aku', 'menangis', 'sambil', 'mengingatingat', 'semagis', 'itu', 'film', 'sore']","['abang', 'i', 'feel', 'you', 'menonton', 'review', 'menangis', 'mengingatingat', 'semagis', 'film', 'sore']",abang i feel you tonton review menang mengingatingat mag film sore
@RenjiBlues,1 bulan yang lalu,"Meskipun film ini suatu saat ada di platform streaming, tapi film Sore emang mesti nonton di bioskop buat dapetin cinematic experience nya. 

Orang-orang yang udah nonton dan juga Yandy (di podcast) ingin ngelindungi dan ngejaga cinematic experience nya itu.",drama,6,"Meskipun film ini suatu saat ada di platform streaming tapi film Sore emang mesti nonton di bioskop buat dapetin cinematic experience nya 

Orangorang yang udah nonton dan juga Yandy di podcast ingin ngelindungi dan ngejaga cinematic experience nya itu","meskipun film ini suatu saat ada di platform streaming tapi film sore emang mesti nonton di bioskop buat dapetin cinematic experience nya 

orangorang yang udah nonton dan juga yandy di podcast ingin ngelindungi dan ngejaga cinematic experience nya itu",meskipun film ini suatu saat ada di platform streaming tapi film sore memang mesti menonton di bioskop buat mendapatkan cinematic experience ya orangorang yang sudah menonton dan juga yandy di podcast ingin ngelindungi dan ngejaga cinematic experience ya itu,"['meskipun', 'film', 'ini', 'suatu', 'saat', 'ada', 'di', 'platform', 'streaming', 'tapi', 'film', 'sore', 'memang', 'mesti', 'menonton', 'di', 'bioskop', 'buat', 'mendapatkan', 'cinematic', 'experience', 'ya', 'orangorang', 'yang', 'sudah', 'menonton', 'dan', 'juga', 'yandy', 'di', 'podcast', 'ingin', 'ngelindungi', 'dan', 'ngejaga', 'cinematic', 'experience', 'ya', 'itu']","['film', 'platform', 'streaming', 'film', 'sore', 'mesti', 'menonton', 'bioskop', 'cinematic', 'experience', 'ya', 'orangorang', 'menonton', 'yandy', 'podcast', 'ngelindungi', 'ngejaga', 'cinematic', 'experience', 'ya']",film platform streaming film sore mesti tonton bioskop cinematic experience ya orangorang tonton yandy podcast ngelindungi ngejaga cinematic experience ya
@hendipradika8419,1 bulan yang lalu,Bahkan saat gue nonton trailer di review ini aja masih bisa bikin gue mau nangis lagi keinget pengalaman kemarin di bioskop. Faaaaakk bagus banget ni film,drama,0,Bahkan saat gue nonton trailer di review ini aja masih bisa bikin gue mau nangis lagi keinget pengalaman kemarin di bioskop Faaaaakk bagus banget ni film,bahkan saat gue nonton trailer di review ini aja masih bisa bikin gue mau nangis lagi keinget pengalaman kemarin di bioskop faaaaakk bagus banget ni film,bahkan saat gue menonton trailer di review ini saja masih bisa bikin gue mau menangis lagi teringat pengalaman kemarin di bioskop faaaaakk bagus banget nih film,"['bahkan', 'saat', 'gue', 'menonton', 'trailer', 'di', 'review', 'ini', 'saja', 'masih', 'bisa', 'bikin', 'gue', 'mau', 'menangis', 'lagi', 'teringat', 'pengalaman', 'kemarin', 'di', 'bioskop', 'faaaaakk', 'bagus', 'banget', 'nih', 'film']","['gue', 'menonton', 'trailer', 'review', 'bikin', 'gue', 'menangis', 'pengalaman', 'kemarin', 'bioskop', 'faaaaakk', 'bagus', 'banget', 'nih', 'film']",gue tonton trailer review bikin gue menang alam kemarin bioskop faaaaakk bagus banget nih film
@o-kan1811,1 bulan yang lalu,"Tim yg nunggu Sore tayang di Netflix..  kecuali Sore bs tayang di negara tetangga Singapore tmpt gue tinggal skg  smbl nungguin, cek2 review2nya dulu.",drama,4,Tim yg nunggu Sore tayang di Netflix  kecuali Sore bs tayang di negara tetangga Singapore tmpt gue tinggal skg  smbl nungguin cek reviewnya dulu,tim yg nunggu sore tayang di netflix  kecuali sore bs tayang di negara tetangga singapore tmpt gue tinggal skg  smbl nungguin cek reviewnya dulu,tim yang menunggu sore tayang di netflix kecuali sore bisa tayang di negara tetangga singapore tempat gue tinggal sekarang smbl menunggu cek reviewnya dulu,"['tim', 'yang', 'menunggu', 'sore', 'tayang', 'di', 'netflix', 'kecuali', 'sore', 'bisa', 'tayang', 'di', 'negara', 'tetangga', 'singapore', 'tempat', 'gue', 'tinggal', 'sekarang', 'smbl', 'menunggu', 'cek', 'reviewnya', 'dulu']","['tim', 'menunggu', 'sore', 'tayang', 'netflix', 'kecuali', 'sore', 'tayang', 'negara', 'tetangga', 'singapore', 'gue', 'tinggal', 'smbl', 'menunggu', 'cek', 'reviewnya']",tim tunggu sore tayang netflix kecuali sore tayang negara tetangga singapore gue tinggal smbl tunggu cek reviewnya
@bluezation,4 minggu yang lalu,"Pandji bs se- speechless itu utk jelasin film ini. Mngkin gemes krn pengen ceritain,  pingin berbagi rasanya,  tp ga bs terlalu nyeritain, takut spoiler.",drama,1,Pandji bs se speechless itu utk jelasin film ini Mngkin gemes krn pengen ceritain  pingin berbagi rasanya  tp ga bs terlalu nyeritain takut spoiler,pandji bs se speechless itu utk jelasin film ini mngkin gemes krn pengen ceritain  pingin berbagi rasanya  tp ga bs terlalu nyeritain takut spoiler,pandji bisa se speechless itu untuk jelasin film ini mungkin gemas karena pengin ceritain pengin berbagi rasanya tapi tidak bisa terlalu nyeritain takut spoiler,"['pandji', 'bisa', 'se', 'speechless', 'itu', 'untuk', 'jelasin', 'film', 'ini', 'mungkin', 'gemas', 'karena', 'pengin', 'ceritain', 'pengin', 'berbagi', 'rasanya', 'tapi', 'tidak', 'bisa', 'terlalu', 'nyeritain', 'takut', 'spoiler']","['pandji', 'speechless', 'jelasin', 'film', 'gemas', 'pengin', 'ceritain', 'pengin', 'berbagi', 'nyeritain', 'takut', 'spoiler']",pandji speechless jelasin film gemas pengin ceritain pengin bagi nyeritain takut spoiler
@huangcuping1801,1 bulan yang lalu,"Ini film kyknya calon Best Film, Best Director, Best Actress, Best Editing, Best original soundtrack di FFI th ini",drama,7,Ini film kyknya calon Best Film Best Director Best Actress Best Editing Best original soundtrack di FFI th ini,ini film kyknya calon best film best director best actress best editing best original soundtrack di ffi th ini,ini film kayaknya calon best film best director best actress best editing best original soundtrack di ffi tahu ini,"['ini', 'film', 'kayaknya', 'calon', 'best', 'film', 'best', 'director', 'best', 'actress', 'best', 'editing', 'best', 'original', 'soundtrack', 'di', 'ffi', 'tahu', 'ini']","['film', 'kayaknya', 'calon', 'best', 'film', 'best', 'director', 'best', 'actress', 'best', 'editing', 'best', 'original', 'soundtrack', 'ffi']",film kayak calon best film best director best actress best editing best original soundtrack ffi
@banurusman9091,1 bulan yang lalu,"Keren sampai credit scene nya Bang, Sang Waktu masuk dijadikan sebagai aktor",drama,1,Keren sampai credit scene nya Bang Sang Waktu masuk dijadikan sebagai aktor,keren sampai credit scene nya bang sang waktu masuk dijadikan sebagai aktor,keren sampai credit scene ya abang sang waktu masuk dijadikan sebagai aktor,"['keren', 'sampai', 'credit', 'scene', 'ya', 'abang', 'sang', 'waktu', 'masuk', 'dijadikan', 'sebagai', 'aktor']","['keren', 'credit', 'scene', 'ya', 'abang', 'sang', 'masuk', 'dijadikan', 'aktor']",keren credit scene ya abang sang masuk jadi aktor
@boby.setiawan,1 bulan yang lalu,Gua tebak film nomor 1 Bang Pandji adalah Jokowi adalah Kita (2014),drama,120,Gua tebak film nomor  Bang Pandji adalah Jokowi adalah Kita ,gua tebak film nomor  bang pandji adalah jokowi adalah kita ,gua tebak film nomor abang pandji adalah jokowi adalah kita,"['gua', 'tebak', 'film', 'nomor', 'abang', 'pandji', 'adalah', 'jokowi', 'adalah', 'kita']","['gua', 'tebak', 'film', 'nomor', 'abang', 'pandji', 'jokowi']",gua tebak film nomor abang pandji jokowi
