ID Channel,Waktu,Komentar,genre,Like,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,stemming_data
@user-fg8ku6hs7z,4 bulan yang lalu,"Jujur setelah ninton film jumbo akhirnya saya bisa bernafas cukup lega karena artinya masih ada film maker Indonesia yang masih memikirkan film anak anak Indonesia. Dulu agak cukup khawatir karena banyak film Indonesia yang sampah dan hanya memikirkan pasar tetapi tidak memberikan pesan sama sekali. Tapi akhirnya adaaa film Indonesia yang dibuat untuk anak anak lagiii  senang rasanyaaa. Tapi untuk disamakan sekelas disney atau pixar jujur memang terlalu berlebihan. 

Masih banyak pr yang harus digarap dan tentu masih banyak dukungan yang dibutuhkan untuk mengembangkan hal tersebut. Sayangnya udah di jatuhkan dulu sama pemerintah sendiri",animasi,"1,2 rb","Jujur setelah ninton film jumbo akhirnya saya bisa bernafas cukup lega karena artinya masih ada film maker Indonesia yang masih memikirkan film anak anak Indonesia Dulu agak cukup khawatir karena banyak film Indonesia yang sampah dan hanya memikirkan pasar tetapi tidak memberikan pesan sama sekali Tapi akhirnya adaaa film Indonesia yang dibuat untuk anak anak lagiii  senang rasanyaaa Tapi untuk disamakan sekelas disney atau pixar jujur memang terlalu berlebihan 

Masih banyak pr yang harus digarap dan tentu masih banyak dukungan yang dibutuhkan untuk mengembangkan hal tersebut Sayangnya udah di jatuhkan dulu sama pemerintah sendiri","jujur setelah ninton film jumbo akhirnya saya bisa bernafas cukup lega karena artinya masih ada film maker indonesia yang masih memikirkan film anak anak indonesia dulu agak cukup khawatir karena banyak film indonesia yang sampah dan hanya memikirkan pasar tetapi tidak memberikan pesan sama sekali tapi akhirnya adaaa film indonesia yang dibuat untuk anak anak lagiii  senang rasanyaaa tapi untuk disamakan sekelas disney atau pixar jujur memang terlalu berlebihan 

masih banyak pr yang harus digarap dan tentu masih banyak dukungan yang dibutuhkan untuk mengembangkan hal tersebut sayangnya udah di jatuhkan dulu sama pemerintah sendiri",jujur setelah ninton film jumbo akhirnya saya bisa bernafas cukup lega karena artinya masih ada film maker indonesia yang masih memikirkan film anak anak indonesia dulu agak cukup khawatir karena banyak film indonesia yang sampah dan hanya memikirkan pasar tetapi tidak memberikan pesan sama sekali tapi akhirnya adaaa film indonesia yang dibuat untuk anak anak lagi senang rasanyaaa tapi untuk disamakan sekelas disney atau pixar jujur memang terlalu berlebihan masih banyak pr yang harus digarap dan tentu masih banyak dukungan yang dibutuhkan untuk mengembangkan hal tersebut sayangnya sudah di jatuhkan dulu sama pemerintah sendiri,"['jujur', 'setelah', 'ninton', 'film', 'jumbo', 'akhirnya', 'saya', 'bisa', 'bernafas', 'cukup', 'lega', 'karena', 'artinya', 'masih', 'ada', 'film', 'maker', 'indonesia', 'yang', 'masih', 'memikirkan', 'film', 'anak', 'anak', 'indonesia', 'dulu', 'agak', 'cukup', 'khawatir', 'karena', 'banyak', 'film', 'indonesia', 'yang', 'sampah', 'dan', 'hanya', 'memikirkan', 'pasar', 'tetapi', 'tidak', 'memberikan', 'pesan', 'sama', 'sekali', 'tapi', 'akhirnya', 'adaaa', 'film', 'indonesia', 'yang', 'dibuat', 'untuk', 'anak', 'anak', 'lagi', 'senang', 'rasanyaaa', 'tapi', 'untuk', 'disamakan', 'sekelas', 'disney', 'atau', 'pixar', 'jujur', 'memang', 'terlalu', 'berlebihan', 'masih', 'banyak', 'pr', 'yang', 'harus', 'digarap', 'dan', 'tentu', 'masih', 'banyak', 'dukungan', 'yang', 'dibutuhkan', 'untuk', 'mengembangkan', 'hal', 'tersebut', 'sayangnya', 'sudah', 'di', 'jatuhkan', 'dulu', 'sama', 'pemerintah', 'sendiri']","['jujur', 'ninton', 'film', 'jumbo', 'bernafas', 'lega', 'film', 'maker', 'indonesia', 'memikirkan', 'film', 'anak', 'anak', 'indonesia', 'khawatir', 'film', 'indonesia', 'sampah', 'memikirkan', 'pasar', 'pesan', 'adaaa', 'film', 'indonesia', 'anak', 'anak', 'senang', 'rasanyaaa', 'disamakan', 'sekelas', 'disney', 'pixar', 'jujur', 'pr', 'digarap', 'dukungan', 'dibutuhkan', 'mengembangkan', 'sayangnya', 'jatuhkan', 'pemerintah']",jujur ninton film jumbo nafas lega film maker indonesia pikir film anak anak indonesia khawatir film indonesia sampah pikir pasar pesan adaaa film indonesia anak anak senang rasanyaaa sama kelas disney pixar jujur pr garap dukung butuh kembang sayang jatuh perintah
@firzainfinix-t5j,4 bulan yang lalu (diedit),ih takotnye,animasi,35,ih takotnye,ih takotnye,ih takotnye,"['ih', 'takotnye']","['ih', 'takotnye']",ih takotnye
@Azizah-dk7vy,4 bulan yang lalu,"Absolute cinema sinematik dewa banget, cuma sebagai illustrator ada kritik di concept art arwah2 ini, menurutku bisa jauh lebih “fantasi” lagi design karakter dan setuju sih design si arwah ortunya yg di radio… could be better, sempet khawatir bakal sepi ternyata pada support, mana sempet kecewa sm pemerintah gara2 bikin animasi AI,
maju terus Animasi Indonesia! 
Makan tuh AI, rezim pepek",animasi,71,"Absolute cinema sinematik dewa banget cuma sebagai illustrator ada kritik di concept art arwah ini menurutku bisa jauh lebih fantasi lagi design karakter dan setuju sih design si arwah ortunya yg di radio could be better sempet khawatir bakal sepi ternyata pada support mana sempet kecewa sm pemerintah gara bikin animasi AI
maju terus Animasi Indonesia 
Makan tuh AI rezim pepek","absolute cinema sinematik dewa banget cuma sebagai illustrator ada kritik di concept art arwah ini menurutku bisa jauh lebih fantasi lagi design karakter dan setuju sih design si arwah ortunya yg di radio could be better sempet khawatir bakal sepi ternyata pada support mana sempet kecewa sm pemerintah gara bikin animasi ai
maju terus animasi indonesia 
makan tuh ai rezim pepek",absolute cinema sinematik dewa banget cuma sebagai illustrator ada kritik di concept art arwah ini menurutku bisa jauh lebih fantasi lagi design karakter dan setuju sih design sih arwah orang tuanya yang di radio could be better sempat khawatir bakal sepi ternyata pada support mana sempat kecewa sama pemerintah gara bikin animasi ai maju terus animasi indonesia makan tuh ai rezim pepek,"['absolute', 'cinema', 'sinematik', 'dewa', 'banget', 'cuma', 'sebagai', 'illustrator', 'ada', 'kritik', 'di', 'concept', 'art', 'arwah', 'ini', 'menurutku', 'bisa', 'jauh', 'lebih', 'fantasi', 'lagi', 'design', 'karakter', 'dan', 'setuju', 'sih', 'design', 'sih', 'arwah', 'orang', 'tuanya', 'yang', 'di', 'radio', 'could', 'be', 'better', 'sempat', 'khawatir', 'bakal', 'sepi', 'ternyata', 'pada', 'support', 'mana', 'sempat', 'kecewa', 'sama', 'pemerintah', 'gara', 'bikin', 'animasi', 'ai', 'maju', 'terus', 'animasi', 'indonesia', 'makan', 'tuh', 'ai', 'rezim', 'pepek']","['absolute', 'cinema', 'sinematik', 'dewa', 'banget', 'illustrator', 'kritik', 'concept', 'art', 'arwah', 'menurutku', 'fantasi', 'design', 'karakter', 'setuju', 'sih', 'design', 'sih', 'arwah', 'orang', 'tuanya', 'radio', 'could', 'be', 'better', 'khawatir', 'sepi', 'support', 'kecewa', 'pemerintah', 'gara', 'bikin', 'animasi', 'ai', 'maju', 'animasi', 'indonesia', 'makan', 'tuh', 'ai', 'rezim', 'pepek']",absolute cema sinematik dewa banget illustrator kritik concept art arwah turut fantasi design karakter tuju sih design sih arwah orang tua radio could be better khawatir sepi support kecewa perintah gara bikin animasi ai maju animasi indonesia makan tuh ai rezim pepek
@amirulisad,4 bulan yang lalu,"Barusan ada space di X bareng produser, mas Angga, dan beberapa orang di balik layar. Memang masalah utamanya di film Jumbo itu teknologinya. Masih dibangun dari awal, plugin-nya dibuat sendiri, pakai aplikasi Blender yang itu open source, intinya mereka masih belajar dari film Jumbo ini. Bahkan, masalah internet dan listrik pun juga jadi kendala, karena kata beliau-beliau ini, kreatornya tersebar di seluruh Indonesia. Lagi-lagi peran pemerintah yang  masih sangat-sangat kurang. Film Jumbo pondasi yang bagus untuk film Animasi ke depan, mungkin 10-15 tahun lagi bisa ada film yang benar-benar sekelas Disney dan Pixar. Bismillah, tapi pasti! Film animasi Indonesia bisa!",animasi,592,Barusan ada space di X bareng produser mas Angga dan beberapa orang di balik layar Memang masalah utamanya di film Jumbo itu teknologinya Masih dibangun dari awal pluginnya dibuat sendiri pakai aplikasi Blender yang itu open source intinya mereka masih belajar dari film Jumbo ini Bahkan masalah internet dan listrik pun juga jadi kendala karena kata beliaubeliau ini kreatornya tersebar di seluruh Indonesia Lagilagi peran pemerintah yang  masih sangatsangat kurang Film Jumbo pondasi yang bagus untuk film Animasi ke depan mungkin  tahun lagi bisa ada film yang benarbenar sekelas Disney dan Pixar Bismillah tapi pasti Film animasi Indonesia bisa,barusan ada space di x bareng produser mas angga dan beberapa orang di balik layar memang masalah utamanya di film jumbo itu teknologinya masih dibangun dari awal pluginnya dibuat sendiri pakai aplikasi blender yang itu open source intinya mereka masih belajar dari film jumbo ini bahkan masalah internet dan listrik pun juga jadi kendala karena kata beliaubeliau ini kreatornya tersebar di seluruh indonesia lagilagi peran pemerintah yang  masih sangatsangat kurang film jumbo pondasi yang bagus untuk film animasi ke depan mungkin  tahun lagi bisa ada film yang benarbenar sekelas disney dan pixar bismillah tapi pasti film animasi indonesia bisa,barusan ada space di kali bareng produser mas angga dan beberapa orang di balik layar memang masalah utamanya di film jumbo itu teknologinya masih dibangun dari awal pluginnya dibuat sendiri pakai aplikasi blender yang itu open source intinya mereka masih belajar dari film jumbo ini bahkan masalah internet dan listrik pun juga jadi kendala karena kata beliaubeliau ini kreatornya tersebar di seluruh indonesia lagilagi peran pemerintah yang masih sangatsangat kurang film jumbo pondasi yang bagus untuk film animasi ke depan mungkin tahun lagi bisa ada film yang benarbenar sekelas disney dan pixar bismillah tapi pasti film animasi indonesia bisa,"['barusan', 'ada', 'space', 'di', 'kali', 'bareng', 'produser', 'mas', 'angga', 'dan', 'beberapa', 'orang', 'di', 'balik', 'layar', 'memang', 'masalah', 'utamanya', 'di', 'film', 'jumbo', 'itu', 'teknologinya', 'masih', 'dibangun', 'dari', 'awal', 'pluginnya', 'dibuat', 'sendiri', 'pakai', 'aplikasi', 'blender', 'yang', 'itu', 'open', 'source', 'intinya', 'mereka', 'masih', 'belajar', 'dari', 'film', 'jumbo', 'ini', 'bahkan', 'masalah', 'internet', 'dan', 'listrik', 'pun', 'juga', 'jadi', 'kendala', 'karena', 'kata', 'beliaubeliau', 'ini', 'kreatornya', 'tersebar', 'di', 'seluruh', 'indonesia', 'lagilagi', 'peran', 'pemerintah', 'yang', 'masih', 'sangatsangat', 'kurang', 'film', 'jumbo', 'pondasi', 'yang', 'bagus', 'untuk', 'film', 'animasi', 'ke', 'depan', 'mungkin', 'tahun', 'lagi', 'bisa', 'ada', 'film', 'yang', 'benarbenar', 'sekelas', 'disney', 'dan', 'pixar', 'bismillah', 'tapi', 'pasti', 'film', 'animasi', 'indonesia', 'bisa']","['barusan', 'space', 'kali', 'bareng', 'produser', 'mas', 'angga', 'orang', 'layar', 'utamanya', 'film', 'jumbo', 'teknologinya', 'dibangun', 'pluginnya', 'pakai', 'aplikasi', 'blender', 'open', 'source', 'intinya', 'belajar', 'film', 'jumbo', 'internet', 'listrik', 'kendala', 'beliaubeliau', 'kreatornya', 'tersebar', 'indonesia', 'lagilagi', 'peran', 'pemerintah', 'sangatsangat', 'film', 'jumbo', 'pondasi', 'bagus', 'film', 'animasi', 'film', 'benarbenar', 'sekelas', 'disney', 'pixar', 'bismillah', 'film', 'animasi', 'indonesia']",barusan space kali bareng produser mas angga orang layar utama film jumbo teknologi bangun pluginnya pakai aplikasi blender open source inti ajar film jumbo internet listrik kendala beliaubeliau kreator sebar indonesia lagilagi peran perintah sangatsangat film jumbo pondasi bagus film animasi film benarbenar kelas disney pixar bismillah film animasi indonesia
@leonardoenrico2152,4 bulan yang lalu,"real sih, gue kmren ke Malaysia liat hampir di semua stasiun MRT banyak poster Mechamato sama Boboiboy, segitu support nya mereka ama buatan lokal",animasi,320,real sih gue kmren ke Malaysia liat hampir di semua stasiun MRT banyak poster Mechamato sama Boboiboy segitu support nya mereka ama buatan lokal,real sih gue kmren ke malaysia liat hampir di semua stasiun mrt banyak poster mechamato sama boboiboy segitu support nya mereka ama buatan lokal,real sih gue kemarin ke malaysia lihat hampir di semua stasiun mrt banyak poster mechamato sama boboiboy segitu support ya mereka sama buatan lokal,"['real', 'sih', 'gue', 'kemarin', 'ke', 'malaysia', 'lihat', 'hampir', 'di', 'semua', 'stasiun', 'mrt', 'banyak', 'poster', 'mechamato', 'sama', 'boboiboy', 'segitu', 'support', 'ya', 'mereka', 'sama', 'buatan', 'lokal']","['real', 'sih', 'gue', 'kemarin', 'malaysia', 'lihat', 'stasiun', 'mrt', 'poster', 'mechamato', 'boboiboy', 'segitu', 'support', 'ya', 'buatan', 'lokal']",real sih gue kemarin malaysia lihat stasiun mrt poster mechamato boboiboy segitu support ya buat lokal
@Rdedrig729,4 bulan yang lalu,"Ngakak banget scene "" dulu kita dilevel 1 "" sambil zoom muka dontol",animasi,2,Ngakak banget scene  dulu kita dilevel   sambil zoom muka dontol,ngakak banget scene  dulu kita dilevel   sambil zoom muka dontol,mengakak banget scene dulu kita dilevel sambil zoom muka dontol,"['mengakak', 'banget', 'scene', 'dulu', 'kita', 'dilevel', 'sambil', 'zoom', 'muka', 'dontol']","['mengakak', 'banget', 'scene', 'dilevel', 'zoom', 'muka', 'dontol']",akak banget scene level zoom muka dontol
@anggrayunapratama4913,4 bulan yang lalu,Bro hampir kelepas Segelnya,animasi,17,Bro hampir kelepas Segelnya,bro hampir kelepas segelnya,bro hampir kelepas segelnya,"['bro', 'hampir', 'kelepas', 'segelnya']","['bro', 'kelepas', 'segelnya']",bro lepas segel
@nyomanbandarayani6830,4 bulan yang lalu,"ini namanya hair physic. Udah ada rig. Jadi lu gerakin kepala ya rambutnya ikut gerak. Ada cloth physic juga, bedanya lu gerakin badan atau kaki ya baju atau celana ikutan gerak juga

 mereka masih pake teknik animasi 2005. Dimana dubber cuma kasi suara, ga ikutan akting. Animatornya yg membuat ekspresi. Kalo mereka pakai MAYA LiveLink yg dipake di Hollywood, ini gampang diperbaiki. Karena di MAYA LiveLink ya dubber adalah aktor, bukan jadi pengisi suara doang",animasi,155,"ini namanya hair physic Udah ada rig Jadi lu gerakin kepala ya rambutnya ikut gerak Ada cloth physic juga bedanya lu gerakin badan atau kaki ya baju atau celana ikutan gerak juga

 mereka masih pake teknik animasi  Dimana dubber cuma kasi suara ga ikutan akting Animatornya yg membuat ekspresi Kalo mereka pakai MAYA LiveLink yg dipake di Hollywood ini gampang diperbaiki Karena di MAYA LiveLink ya dubber adalah aktor bukan jadi pengisi suara doang","ini namanya hair physic udah ada rig jadi lu gerakin kepala ya rambutnya ikut gerak ada cloth physic juga bedanya lu gerakin badan atau kaki ya baju atau celana ikutan gerak juga

 mereka masih pake teknik animasi  dimana dubber cuma kasi suara ga ikutan akting animatornya yg membuat ekspresi kalo mereka pakai maya livelink yg dipake di hollywood ini gampang diperbaiki karena di maya livelink ya dubber adalah aktor bukan jadi pengisi suara doang",ini namanya hair physic sudah ada rig jadi kamu gerakin kepala ya rambutnya ikut gerak ada cloth physic juga bedanya kamu gerakin badan atau kaki ya baju atau celana ikutan gerak juga mereka masih pakai teknik animasi dimana dubber cuma kasih suara tidak ikutan akting animatornya yang membuat ekspresi kalau mereka pakai maya livelink yang dipakai di hollywood ini gampang diperbaiki karena di maya livelink ya dubber adalah aktor bukan jadi pengisi suara doang,"['ini', 'namanya', 'hair', 'physic', 'sudah', 'ada', 'rig', 'jadi', 'kamu', 'gerakin', 'kepala', 'ya', 'rambutnya', 'ikut', 'gerak', 'ada', 'cloth', 'physic', 'juga', 'bedanya', 'kamu', 'gerakin', 'badan', 'atau', 'kaki', 'ya', 'baju', 'atau', 'celana', 'ikutan', 'gerak', 'juga', 'mereka', 'masih', 'pakai', 'teknik', 'animasi', 'dimana', 'dubber', 'cuma', 'kasih', 'suara', 'tidak', 'ikutan', 'akting', 'animatornya', 'yang', 'membuat', 'ekspresi', 'kalau', 'mereka', 'pakai', 'maya', 'livelink', 'yang', 'dipakai', 'di', 'hollywood', 'ini', 'gampang', 'diperbaiki', 'karena', 'di', 'maya', 'livelink', 'ya', 'dubber', 'adalah', 'aktor', 'bukan', 'jadi', 'pengisi', 'suara', 'doang']","['namanya', 'hair', 'physic', 'rig', 'gerakin', 'kepala', 'ya', 'rambutnya', 'gerak', 'cloth', 'physic', 'bedanya', 'gerakin', 'badan', 'kaki', 'ya', 'baju', 'celana', 'ikutan', 'gerak', 'pakai', 'teknik', 'animasi', 'dimana', 'dubber', 'kasih', 'suara', 'ikutan', 'akting', 'animatornya', 'ekspresi', 'pakai', 'maya', 'livelink', 'dipakai', 'hollywood', 'gampang', 'diperbaiki', 'maya', 'livelink', 'ya', 'dubber', 'aktor', 'pengisi', 'suara', 'doang']",nama hair physic rig gerakin kepala ya rambut gerak cloth physic beda gerakin badan kaki ya baju celana ikut gerak pakai teknik animasi mana dubber kasih suara ikut akting animatornya ekspresi pakai maya livelink pakai hollywood gampang baik maya livelink ya dubber aktor isi suara doang
@huneyhun,4 bulan yang lalu,"Bang, gue setuju sama poin lu yang bilang kalau plotnya masih agak patah. Waktu nonton juga gue ngerasain hal yang sama, tiba-tiba ""hah kok fantasi..."" soalnya kirain bakal jadi slice of life aja gitu, build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga, nanti kedepannya akan lebih baik. 

Dan jujur terbantu banget sama sinematografi yang mulus, terus scoring dan ostnya menyenangkan dan kesimpen di kepala, even udh keluar bioskop pun aku bisa humming the song.

Thank you reviewnya bang! Overall Jumbo is a great animation, tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja. Dukung Jumbo!!!",animasi,17,"Bang gue setuju sama poin lu yang bilang kalau plotnya masih agak patah Waktu nonton juga gue ngerasain hal yang sama tibatiba hah kok fantasi soalnya kirain bakal jadi slice of life aja gitu build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga nanti kedepannya akan lebih baik 

Dan jujur terbantu banget sama sinematografi yang mulus terus scoring dan ostnya menyenangkan dan kesimpen di kepala even udh keluar bioskop pun aku bisa humming the song

Thank you reviewnya bang Overall Jumbo is a great animation tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja Dukung Jumbo","bang gue setuju sama poin lu yang bilang kalau plotnya masih agak patah waktu nonton juga gue ngerasain hal yang sama tibatiba hah kok fantasi soalnya kirain bakal jadi slice of life aja gitu build up nya kurang kuat buat jadi fantasi tapi ya gak papa juga nanti kedepannya akan lebih baik 

dan jujur terbantu banget sama sinematografi yang mulus terus scoring dan ostnya menyenangkan dan kesimpen di kepala even udh keluar bioskop pun aku bisa humming the song

thank you reviewnya bang overall jumbo is a great animation tetep bangga ada trobosan baru biar dunia film kita gak itu itu aja dukung jumbo",abang gue setuju sama poin kamu yang bilang kalau plotnya masih agak patah waktu menonton juga gue merasai hal yang sama tibatiba hah kok fantasi soalnya mengira bakal jadi slice of life saja begitu build up ya kurang kuat buat jadi fantasi tapi ya tidak papa juga nanti kedepannya akan lebih baik dan jujur terbantu banget sama sinematografi yang mulus terus scoring dan ostnya menyenangkan dan kesimpen di kepala even sudah keluar bioskop pun aku bisa humming the song thank you reviewnya abang overall jumbo is a great animation tetap bangga ada trobosan baru biar dunia film kita tidak itu itu saja dukung jumbo,"['abang', 'gue', 'setuju', 'sama', 'poin', 'kamu', 'yang', 'bilang', 'kalau', 'plotnya', 'masih', 'agak', 'patah', 'waktu', 'menonton', 'juga', 'gue', 'merasai', 'hal', 'yang', 'sama', 'tibatiba', 'hah', 'kok', 'fantasi', 'soalnya', 'mengira', 'bakal', 'jadi', 'slice', 'of', 'life', 'saja', 'begitu', 'build', 'up', 'ya', 'kurang', 'kuat', 'buat', 'jadi', 'fantasi', 'tapi', 'ya', 'tidak', 'papa', 'juga', 'nanti', 'kedepannya', 'akan', 'lebih', 'baik', 'dan', 'jujur', 'terbantu', 'banget', 'sama', 'sinematografi', 'yang', 'mulus', 'terus', 'scoring', 'dan', 'ostnya', 'menyenangkan', 'dan', 'kesimpen', 'di', 'kepala', 'even', 'sudah', 'keluar', 'bioskop', 'pun', 'aku', 'bisa', 'humming', 'the', 'song', 'thank', 'you', 'reviewnya', 'abang', 'overall', 'jumbo', 'is', 'a', 'great', 'animation', 'tetap', 'bangga', 'ada', 'trobosan', 'baru', 'biar', 'dunia', 'film', 'kita', 'tidak', 'itu', 'itu', 'saja', 'dukung', 'jumbo']","['abang', 'gue', 'setuju', 'poin', 'bilang', 'plotnya', 'patah', 'menonton', 'gue', 'merasai', 'tibatiba', 'hah', 'fantasi', 'slice', 'of', 'life', 'build', 'up', 'ya', 'kuat', 'fantasi', 'ya', 'papa', 'kedepannya', 'jujur', 'terbantu', 'banget', 'sinematografi', 'mulus', 'scoring', 'ostnya', 'menyenangkan', 'kesimpen', 'kepala', 'even', 'bioskop', 'humming', 'the', 'song', 'thank', 'you', 'reviewnya', 'abang', 'overall', 'jumbo', 'is', 'a', 'great', 'animation', 'bangga', 'trobosan', 'biar', 'dunia', 'film', 'dukung', 'jumbo']",abang gue tuju poin bilang plot patah tonton gue rasai tibatiba hah fantasi slice of life build up ya kuat fantasi ya papa depan jujur bantu banget sinematografi mulus scoring ostnya senang kesimpen kepala even bioskop humming the song thank you reviewnya abang overall jumbo is a great animation bangga trobosan biar dunia film dukung jumbo
@nezuko9978,4 bulan yang lalu,lhaah samaan bang..dl nonton d youtube. Dl berharap ni video ada full movienya,animasi,43,lhaah samaan bangdl nonton d youtube Dl berharap ni video ada full movienya,lhaah samaan bangdl nonton d youtube dl berharap ni video ada full movienya,lhaah samaan bangdl menonton di youtube dulu berharap nih video ada full movienya,"['lhaah', 'samaan', 'bangdl', 'menonton', 'di', 'youtube', 'dulu', 'berharap', 'nih', 'video', 'ada', 'full', 'movienya']","['lhaah', 'samaan', 'bangdl', 'menonton', 'youtube', 'berharap', 'nih', 'video', 'full', 'movienya']",lhaah sama bangdl tonton youtube harap nih video full movienya
@onyetcbt563,4 bulan yang lalu (diedit),"Lakons Studio, Menyala abangku.",animasi,8,Lakons Studio Menyala abangku,lakons studio menyala abangku,lakons studio menyala abangku,"['lakons', 'studio', 'menyala', 'abangku']","['lakons', 'studio', 'menyala', 'abangku']",lakons studio nyala abang
@Ikaaaaaaansapusapu11,2 bulan yang lalu,Intro nya sarkas yang upload jumbo full movie di YouTube tapi isi video nya cuma trailer yang diulang ulang,animasi,2,Intro nya sarkas yang upload jumbo full movie di YouTube tapi isi video nya cuma trailer yang diulang ulang,intro nya sarkas yang upload jumbo full movie di youtube tapi isi video nya cuma trailer yang diulang ulang,intro ya sarkas yang upload jumbo full movie di youtube tapi isi video ya cuma trailer yang diulang ulang,"['intro', 'ya', 'sarkas', 'yang', 'upload', 'jumbo', 'full', 'movie', 'di', 'youtube', 'tapi', 'isi', 'video', 'ya', 'cuma', 'trailer', 'yang', 'diulang', 'ulang']","['intro', 'ya', 'sarkas', 'upload', 'jumbo', 'full', 'movie', 'youtube', 'isi', 'video', 'ya', 'trailer', 'diulang', 'ulang']",intro ya sarkas upload jumbo full movie youtube isi video ya trailer ulang ulang
