"Link Channel","ID Channel","Waktu","Link video","Komentar","Like"
"https://www.youtube.com/@dewadurja","@dewadurja","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=Ugyt6By_vEtGSL1Df4l4AaABAg","Maha karya  terimakasih.",""
"https://www.youtube.com/@damyanamiya2224","@damyanamiya2224","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyP3kudgVELDnsyiAF4AaABAg","Sore adalah salah satu film yg gw ga mau liat refiew dr siapapun. Dan boom","2"
"https://www.youtube.com/@ajengdallialamiah463","@ajengdallialamiah463","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgxqpRbmhqscrgkTkXR4AaABAg","Udah nonton dan balik ke sini nuat ""ngobrol"" bareng ehehe",""
"https://www.youtube.com/@andreasgiri9399","@andreasgiri9399","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyxhKMyWvi2raFNbLl4AaABAg","ada satu line paling logis untuk menjawab itu bang pandji. si karlo bilang “boleh gak gue pinjem mesin waktu lo” dalam bahasa dia. dan itu bikin gue “NAHH INIII HARUSNYA ADA MANUSIA YG GINII, INI BIKIN KERASA DEKET KE ORG ORG KAYA GUE”","58"
"https://www.youtube.com/@GrimReaper-r6x","@GrimReaper-r6x","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzJ1xlVXVP7k5J5owl4AaABAg","baru buka video ini setelah nonton Sore dan yaaa suka banget  pengen nonton ulang lagi sendiri.....dan relate banget sama apa yang bg Pandji rasakan.....",""
"https://www.youtube.com/@zulllhq","@zulllhq","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzTs53UZaTO_na9niN4AaABAg","Betul bangett, ya film ini secara plot bagus banget, akting pemeran luar biasa, sinematografi cakep parah. Tapi yang bikin film ini jadi indah karena feeling yang didapet sepanjang film bahkan setelah film selesai. Benar-benar perasaan yang ga bisa disampaikan secara gamblang. Sangat Menyentuh","24"
"https://www.youtube.com/@Poke-Raids","@Poke-Raids","3 minggu yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgxOiy2ziXTYRKh1r194AaABAg","Baru saja nonton SORE untuk yg ke2x....baru bs melihat ditel2....gila sih film ini.",""
"https://www.youtube.com/@Muthe-j2v","@Muthe-j2v","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgzHd1Hsfjnv9AJSFxV4AaABAg","film indo paling gila yg pernah gw tonton . bahkan udah 3 hari lebih setiap ngedenger lagu ""Terbuang dalam waktu"" selalu merinding karena keinget scene nya terus. persis seperti kata mas pandji","4"
"https://www.youtube.com/@nhitapatrick3991","@nhitapatrick3991","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=Ugxk0YgeKNU3EhbPSIJ4AaABAg&pp=0gcJCSMANpG00pGi","Sama banget lagi perasaannya setelah nnton film sore' gila banget eksekusinya' tambah terbawa perasaan yang g' bisa di jelaskan tp nangiss sejadi""nya","1"
"https://www.youtube.com/@muhaiminnurkh980","@muhaiminnurkh980","1 bulan yang lalu","https://www.youtube.com/watch?v=QKJ-uFQgFSo&lc=UgyM6trVogBtvrXL11d4AaABAg","Nonton ini bener"" ga bisa skip dari menit awal sampe akhir, karna nyambung terus ceritanya dibuat bertanya"" kok bisa, trus dipertengahan ini endingnya gmana sampe akhirnya diakhir semua terjawab oleh waktu ️","13"
